6461,1,6461,,41010850,,6462,6462,,8393025,,
6462,1,6462,,41010850,,6466,6466,,7174875,,
8284,2,8284,,12210332,12250108,2807,2807,,7293650,,
8310,1,8310,,30010881,,4460,4460,,60886550,,
8343,1,8343,,50010002,,20950,20950,,45288775,,
3961,2,3961,,10010252,10030001,3962,3962,,3432275,,
3962,2,3962,,10010252,10030001,3178,3178,,19545450,,
3968,1,3968,,16010060,,11086,11086,,32074075,,
3988,1,3988,,41011263,,3993,3993,,41395725,,
3993,1,3993,,41011263,,12462,12462,,40092300,,
4112,1,4112,,41011045,,4117,4117,,53686425,,
4117,1,4117,,41011045,,4119,4119,,34696725,,
4119,1,4119,,41011045,,6462,6462,,17895875,,
4132,1,4132,,13010373,,18121,18121,,65837925,,
4153,1,4153,,41011210,,4156,4156,,50534650,,
4156,1,4156,,41011210,,1949,1949,,12662650,,
4783,2,4783,,50010411,50030223,15917,4784,,1250525,,
4828,1,4828,,12010420,,4833,4830,,50721169.43637999,38309268.29787219,
4833,1,4833,,12010420,,4836,4836,,32490381.639028788,33950289.127154745,
4836,1,4836,,12010420,,4841,4841,,57592825,4544287.965165889,
4841,1,4841,,12010420,,4848,4848,,32291229.98442818,,
4848,1,4848,,12010420,,4851,4851,,85741000,,
4851,1,4851,,12010420,,7289,7289,,65827550,,
4877,1,4877,,12110025,,4883,4883,,57157025,,
4883,2,4883,,12110025,12130110,4885,4884,,60637725,,
4885,2,4885,,12110025,12130111,21794,9203,,9681600,,
4892,1,4892,,12010292,,6300,6300,,30612925,,
4916,1,4916,,41011275,,4917,4917,,59798375,,
4917,1,4917,,41011275,,12469,12469,,35213325,,
4958,1,4958,,16010774,,17225,17225,,47180050,,
4972,2,4972,,12210146,12230017,11455,4973,,13120475,,
4984,1,4984,,12010656,,21025,21022,,16074950,,
5010,1,5010,,20012136,,6941,6941,,40935825,,
5044,1,5044,,14010230,,20472,20472,,35675375,,
5067,1,5067,,12210482,,5670,5670,,73326225,,
5084,1,5084,,13011170,,5088,5088,,77715025,,
5088,2,5088,,13011170,13050261,5091,5091,,24040750,,
5091,1,5091,,13011170,,16156,16156,,31745475,,
5117,1,5117,,16010899,,19430,19430,,56758225,,
5152,1,5152,,12210758,,5154,5154,,37608525,,
5154,2,5154,,12210758,12231667,7478,7478,,13650775,,
5166,1,5166,,13010745,,5172,5172,,49267200,,
5172,1,5172,,13010745,,7728,7728,,32397550,,
5238,1,5238,,16010527,,5241,5241,,20290400,,
5241,1,5241,,16010527,,6839,6839,,29164250,,
5254,1,5254,,30010643,,15873,15873,,18471050,,
5275,1,5275,,12210540,,5280,5280,,47937350,,
5280,1,5280,,12210540,,20620,20620,,35836225,,
5288,1,5288,,16010902,,5296,5296,,39446175,,
5296,1,5296,,16010902,,19436,19436,,30409325,,
5335,1,5335,,17010469,,20444,20444,,44137175,,
5356,1,5356,,11010470,,5359,5358,,8997025,,
5359,2,5359,,11010470,11050112,5360,5360,,33011675,,
5360,1,5360,,11010470,,19778,19778,,10874825,,
5373,1,5373,,30010486,,11885,11885,,15982425,,
5427,1,5427,,12010630,,5433,5433,,58287225,,
5481,1,5481,,13010460,,5486,5486,,2237600,,
5486,1,5486,,13010460,,16119,16119,,45304550,,
5523,1,5523,,15010568,,5524,5524,,61039997.30191392,10942105.10593611,
5524,1,5524,,15010568,,5527,5527,,4854930.705256739,5415197.6285327785,
5527,1,5527,,15010568,,21448,21448,,3947450.3502186164,14125639.633740243,
5546,1,5546,,13020001,,16106,16106,,62521950,,
6062,1,6062,,10010304,,5942,5942,,3573375,,
6085,1,6085,,11010380,,19764,19764,,55875650,,
6118,1,6118,,12210475,,13278,13278,,52704600,,
6134,1,6134,,12010380,,7285,7285,,14790200,,
6176,1,6176,,16010796,,6181,6181,,36263525,,
6181,1,6181,,16010796,,6192,6192,,80683125,,
6192,1,6192,,16010796,,6203,6203,,68149425,,
6203,1,6203,,16010796,,19424,19424,,34903675,,
6275,2,6275,,50010846,50030474,1000065,6277,,56718675,,
6285,1,6285,,15010520,,16638,16638,,50822525,,
6293,1,6293,,15010594,,15379,15379,,51513600,,
6466,1,6466,,41010850,,1945,1945,,4983700,,
6676,1,6676,,16010765,,6684,6677,,645200,,
6684,1,6684,,16010765,,19409,19409,,32088375,,
6688,1,6688,,30011326,,6692,6692,,19932125,,
6692,1,6692,,30011326,,6695,6694,,31519000,,
6695,1,6695,,30011326,,6703,6703,,11944675,,
6703,1,6703,,30011326,,18956,18956,,40060150,,
6730,1,6730,,12210920,,6741,6741,,104121425,,
6741,1,6741,,12210920,,6747,6747,,59089275,,
6747,1,6747,,12210920,,6750,6750,,83785900,,
6750,1,6750,,12210920,,6753,6753,,17175850,,
6753,1,6753,,12210920,,6757,6757,,238575,,
6757,1,6757,,12210920,,6761,6761,,9804675,,
6761,1,6761,,12210920,,20655,20655,,16933925,,
6822,1,6822,,16010510,,6832,6832,,38137675,,
6832,1,6832,,16010510,,6839,6839,,62655900,,
6839,1,6839,,16010510,,6847,6847,,65621250,,
6847,1,6847,,16010510,,6856,6856,,34326850,,
6856,1,6856,,16010510,,11138,11138,,31967200,,
6891,1,6891,,11010040,,19721,19721,,49210525,,
6915,1,6915,,30011327,,6916,6916,,58903775,,
6916,2,6916,,30011327,30030140,6688,6685,,7410850,,
6924,1,6924,,20012110,,6930,6930,,73793775,,
6930,1,6930,,20012110,,6935,6935,,74210600,,
6935,1,6935,,20012110,,6939,6939,,38757925,,
6939,1,6939,,20012110,,6941,6941,,7576125,,
6941,1,6941,,20012110,,19612,19612,,23132525,,
6980,1,6980,,12110009,,19884,19884,,9580100,,
6992,1,6992,,15010601,,6999,6999,,1352925,,
6999,1,6999,,15010601,,7005,7005,,67715775,,
7005,1,7005,,15010601,,15388,15388,,48531850,,
7006,1,7006,,12210153,,7010,7010,,9990800,,
7010,2,7010,,12210153,12230941,7019,7019,,9256775,,
7019,1,7019,,12210153,,100003,100003,,46331525,,
7021,1,7021,,30011342,,6695,6695,,5199950,,
7029,1,7029,,20012080,,7034,7034,,60614000,,
7034,1,7034,,20012080,,7039,7039,,32895425,,
